Santa Rosa del Penon,-4354,-793,199.0
El Rosario,-4479,-792,107.0
Esteli,-4317,-791,857.0
Ciudad Sandino,-4427,-790,101.0
El Crucero,-4447,-789,763.0
San Fernando,-4089,-788,742.0
Managua,-4428,-787,59.0
Saba,-3674,-786,329.0
Diriamba,-4471,-785,533.0
Santa Teresa,-4485,-784,141.0
Dolores,-4468,-783,550.0
Ticuantepe,-4441,-782,307.0
Jinotepe,-4469,-781,551.0
San Marcos,-4459,-780,510.0
Juticalpa,-3842,-779,411.0
San Francisco de la Paz,-3774,-778,685.0
La Concepcion,-4454,-777,471.0
San Sebastian de Yali,-4266,-776,1019.0
San Juan de Rio Coco,-4141,-775,866.0
Indianapolis,-1169,-774,222.0
Masatepe,-4458,-773,434.0
La Paz de Oriente,-4475,-772,387.0
Jalapa,-4016,-771,694.0
Ciudad Dario,-4363,-770,457.0
Nindiri,-4443,-769,222.0
Nandasmo,-4453,-768,390.0
San Rafael del Norte,-4290,-767,1172.0
Niquinohomo,-4461,-766,448.0
Masaya,-4450,-765,242.0
Tipitapa,-4421,-764,53.0
Jutiquile,-3826,-763,425.0
Nandaime,-4482,-762,119.0
Diriomo,-4464,-761,325.0
Diria,-4463,-760,345.0
Gualaco,-3740,-759,667.0
Quilali,-4135,-758,419.0
Tisma,-4433,-757,54.0
Jinotega,-4312,-756,1040.0
Tocoa,-3647,-755,54.0
Las Trojes,-3980,-754,763.0
Granada,-4455,-753,47.0
Santa Maria del Real,-3810,-752,327.0
Tola,-4516,-751,39.0
Matagalpa,-4338,-750,682.0
Belen,-4509,-749,70.0
Potosi,-4508,-748,70.0
San Juan del Sur,-4531,-747,69.0
San Dionisio,-4361,-746,467.0
Rivas,-4517,-745,70.0
San Ramon,-4337,-744,651.0
Wiwili,-4116,-743,302.0
San Jorge,-4514,-742,40.0
Teustepe,-4399,-741,155.0
Louisville,-1359,-740,128.0
San Esteban,-3715,-739,455.0
Bonito Oriental,-3644,-738,116.0
Moyogalpa,-4505,-737,66.0
San Lorenzo,-4401,-736,356.0
Boaco,-4391,-735,402.0
Sardinal,-4606,-734,59.0
La Cruz,-4545,-733,222.0
Muy Muy,-4360,-732,313.0
Belen,-4631,-731,43.0
Santa Cruz,-4662,-730,57.0
Altagracia,-4499,-729,64.0
San Jose de Bocay,-4154,-728,461.0
Camoapa,-4402,-727,541.0
Matiguas,-4350,-726,302.0
Nicoya,-4691,-725,125.0
Liberia,-4585,-724,176.0
Juigalpa,-4434,-723,84.0
Cuapa,-4414,-722,309.0
Waslala,-4284,-721,330.0
El Ayote,-4423,-720,610.0
Bagaces,-4602,-719,84.0
Rio Blanco,-4336,-718,262.0
Acoyapa,-4449,-717,83.0
La Libertad,-4418,-716,447.0
San Jose,-4558,-715,42.0
Bocana de Paiwas,-4356,-714,259.0
Fort Wayne,-840,-713,243.0
Canas,-4627,-712,64.0
Santo Tomas,-4437,-711,367.0
Santo Domingo,-4415,-710,579.0
Upala,-4567,-709,52.0
Villa Sandino,-4439,-708,290.0
Tilaran,-4622,-707,526.0
Juntas,-4658,-706,208.0
San Miguelito,-4521,-705,41.0
Puntarenas,-4735,-704,1.0
Chacarita,-4733,-703,5.0
San Carlos,-4539,-702,28.0
Siuna,-4071,-701,196.0
Miramar,-4696,-700,342.0
Los Chiles,-4551,-699,31.0
El Almendro,-4489,-698,187.0
Esparza,-4732,-697,145.0
Fortuna,-4614,-696,270.0
Jaco,-4809,-695,12.0
Pocosol,-4637,-694,485.0
Bonanza,-3987,-693,187.0
Orotina,-4765,-692,161.0
Muelle de los Bueyes,-4436,-691,85.0
Desamparados,-4742,-690,377.0
Brus Laguna,-3643,-689,15.0
Lexington,-1403,-688,298.0
